rainfall,river_level,humidity,temperature,soil_moisture,elevation,drainage,urbanization,flood
14.96,0.85,79.26,12.71,23.54,887.38,0.0,0.29,0
42.08,9.85,90.48,11.3,60.57,757.28,0.13,0.55,0
123.03,3.3,43.01,38.57,59.01,975.16,0.43,0.07,0
370.67,8.03,39.1,25.82,97.2,25.33,0.42,0.76,1
244.49,6.5,53.23,12.32,31.62,557.33,0.86,0.05,0
143.89,4.75,35.21,24.45,59.39,644.42,0.96,0.42,0
372.6,2.44,47.26,35.95,84.95,416.49,0.09,0.86,1
108.94,2.21,63.73,26.86,54.64,524.58,0.56,0.69,0
110.63,3.39,46.36,12.58,97.57,928.82,0.51,0.7,0
175.92,3.12,91.33,41.64,27.11,619.47,0.99,0.04,0
52.21,2.67,30.3,22.3,86.25,496.53,0.06,0.12,0
191.76,5.17,73.25,37.63,62.89,546.56,0.07,0.4,0
43.37,0.03,46.39,35.23,28.75,161.85,0.29,0.22,0
316.92,9.93,80.84,11.08,29.25,255.46,0.63,0.44,1
356.77,5.49,30.67,35.59,38.69,858.58,0.02,0.41,1
341.29,6.15,71.55,42.13,10.28,496.03,0.73,0.5,1
249.86,2.07,35.61,14.48,37.36,166.47,0.47,0.37,0
116.37,3.59,33.0,41.06,46.32,448.31,0.36,0.47,0
208.57,2.12,40.39,12.49,10.97,906.59,0.5,0.75,0
1.27,3.41,34.15,41.12,99.17,478.84,0.52,0.63,0
382.64,2.84,33.56,24.17,80.09,746.37,0.93,0.83,0
163.21,9.74,77.18,12.34,40.86,983.42,0.44,0.41,0
321.8,1.65,50.43,23.11,64.07,702.38,0.09,0.08,0
85.17,7.59,92.73,38.59,88.01,975.12,0.33,0.33,0
316.83,2.63,84.97,23.46,27.15,774.82,0.18,0.02,0
77.74,8.71,68.26,38.45,37.93,704.43,0.95,0.59,0
150.87,0.5,79.29,39.92,75.33,685.51,0.51,0.76,0
207.01,0.36,37.56,32.38,27.37,981.13,0.94,0.53,0
104.04,1.05,86.14,23.66,91.7,879.84,0.87,0.61,0
346.38,1.58,81.97,31.26,89.13,600.66,0.69,0.29,0
377.5,0.7,41.43,37.69,34.72,849.86,0.32,0.83,0
242.66,5.97,94.38,26.64,40.84,387.36,0.85,0.76,0
194.05,9.39,34.02,32.42,94.7,348.46,0.86,0.98,1
176.82,0.74,77.67,13.82,80.88,284.82,0.24,0.49,0
193.31,3.8,64.06,22.64,62.2,693.2,0.2,0.13,0
380.87,2.71,72.1,26.78,52.11,589.35,0.47,0.33,1
180.62,9.82,86.63,11.05,64.43,334.48,0.67,0.92,1
215.24,6.25,78.14,41.58,28.3,925.77,0.53,0.38,0
235.2,4.04,49.52,14.24,70.76,386.88,0.27,0.55,0
170.57,5.06,99.31,23.68,88.45,519.36,0.48,0.42,0
225.94,0.79,96.79,14.28,72.34,323.55,0.04,0.72,0
249.29,6.1,78.09,37.65,33.44,278.84,0.46,0.45,0
144.92,2.73,80.84,26.81,47.08,60.91,0.33,0.46,0
259.69,5.5,49.41,11.92,38.58,90.37,0.61,0.61,0
372.63,3.82,30.51,25.71,25.15,558.85,0.88,0.23,0
165.56,9.5,72.65,14.03,91.37,559.83,0.65,0.53,1
192.12,0.0,80.37,22.54,19.57,575.72,0.67,0.22,0
321.07,6.28,98.96,23.78,95.37,837.52,0.93,1.0,1
191.26,7.72,84.12,38.35,83.3,91.99,0.98,0.78,1
26.82,4.03,58.44,35.59,76.13,850.85,0.41,0.4,0
92.97,2.26,69.32,17.27,58.07,241.79,0.94,0.14,0
319.75,1.3,77.94,31.52,47.92,27.23,0.25,0.4,0
323.66,2.77,64.06,11.06,38.15,394.15,0.27,0.96,1
99.38,2.57,69.42,21.78,19.29,108.94,0.47,0.17,0
362.02,6.52,89.35,34.52,87.76,615.74,0.9,0.92,1
65.41,0.09,31.65,33.59,24.66,18.78,0.25,0.39,0
10.35,6.33,57.96,24.92,47.69,39.43,0.93,0.6,0
350.62,1.88,84.99,21.06,82.55,14.58,0.27,0.95,1
371.14,6.37,52.89,34.13,72.57,145.39,0.42,0.42,1
338.24,6.52,42.22,25.72,92.55,954.85,0.57,0.85,1
321.73,2.26,88.03,25.26,85.73,310.71,0.15,0.09,1
107.1,7.97,61.34,43.71,17.56,868.81,0.72,0.94,0
353.69,8.41,93.98,37.0,14.77,414.42,0.07,0.21,1
213.85,0.63,75.54,40.74,53.82,245.72,0.18,0.41,0
330.55,2.12,74.42,24.98,73.1,897.49,0.28,0.75,1
50.99,6.59,34.31,36.63,58.75,737.43,0.41,0.68,0
174.24,3.03,33.63,40.54,94.91,753.67,0.62,0.71,0
204.05,6.02,92.48,33.79,84.46,982.08,0.34,0.82,1
104.86,1.8,74.07,43.74,48.68,829.4,0.53,0.86,0
322.44,6.47,64.76,44.64,17.62,758.61,0.78,1.0,1
113.49,7.12,85.66,39.64,32.04,764.7,0.77,0.46,0
109.28,0.88,90.86,21.11,43.69,876.94,0.88,0.14,0
104.17,7.58,77.01,21.03,34.25,712.42,0.08,0.06,0
246.73,6.62,75.13,13.8,66.18,782.26,0.35,0.59,1
87.41,4.4,52.97,37.67,30.88,315.59,0.27,0.31,0
386.37,5.96,47.52,41.22,78.26,547.05,0.69,0.25,1
6.75,5.84,41.54,41.89,77.88,107.47,0.35,0.92,0
382.34,5.6,47.01,40.82,40.8,188.95,0.03,0.04,1
303.6,6.34,83.45,17.32,26.76,622.76,0.88,0.14,0
357.44,6.81,83.83,22.87,41.16,928.46,0.99,0.82,1
355.25,3.02,64.85,23.46,41.06,924.11,0.55,0.22,0
393.68,2.29,47.01,30.32,36.04,71.64,0.58,0.35,0
388.44,5.05,54.74,25.57,49.59,921.13,0.79,0.53,1
342.15,6.79,69.61,26.88,75.34,830.37,0.24,0.45,1
79.43,6.82,34.98,31.09,48.89,361.37,0.64,0.86,0
272.17,2.92,82.91,32.23,75.81,832.58,0.75,0.34,0
167.82,6.69,77.52,23.2,52.1,895.96,0.91,0.45,0
375.72,8.07,65.53,22.48,50.68,328.21,0.79,0.55,1
12.75,1.32,63.99,41.01,69.67,126.87,0.25,0.79,0
234.17,0.47,62.39,20.06,62.29,632.79,0.83,0.92,0
100.56,9.96,43.31,15.87,23.41,629.12,0.26,0.9,0
107.57,6.82,46.49,13.54,53.54,908.93,0.65,0.75,0
0.17,0.68,34.05,16.86,45.78,909.78,0.61,0.97,0
28.81,3.95,86.38,18.84,21.28,433.56,0.98,0.78,0
156.92,6.62,49.22,12.32,12.63,694.38,0.22,0.18,0
136.66,3.67,99.21,34.75,58.93,106.4,0.68,0.9,0
300.45,0.11,30.36,35.78,17.2,865.79,0.22,0.09,0
63.34,5.69,33.27,39.37,54.31,69.47,0.74,0.88,0
284.54,2.68,96.46,29.24,12.18,296.76,0.56,0.66,0
38.57,4.91,44.86,39.8,37.06,836.78,0.25,0.28,0
46.27,3.81,85.35,12.15,50.88,643.9,0.49,0.45,0
212.65,6.19,35.07,14.28,20.61,59.96,0.16,0.61,0
201.51,2.57,73.45,43.04,57.98,46.49,0.1,0.1,0
24.38,3.45,57.35,26.27,88.29,428.56,0.33,0.63,0
181.82,3.65,71.48,41.02,82.5,224.92,0.63,0.87,0
128.08,5.89,80.95,19.78,54.03,603.2,0.08,0.97,0
327.34,7.61,80.13,30.44,66.32,742.28,0.94,0.53,1
215.97,8.53,52.01,17.6,13.87,4.46,0.32,0.21,1
105.83,2.12,48.46,38.62,25.67,787.53,0.85,0.0,0
61.57,9.53,62.8,21.81,50.2,202.32,0.71,0.62,0
321.98,7.9,36.26,24.85,57.61,341.5,0.1,0.85,1
56.43,9.86,44.16,16.74,82.83,506.96,0.09,0.8,0
70.11,3.88,45.76,18.69,12.63,766.67,0.05,0.95,0
367.21,5.53,98.14,38.48,99.01,13.01,0.89,0.52,1
171.7,6.95,37.51,37.01,55.19,302.59,0.7,0.23,0
159.12,3.19,88.03,26.25,53.53,92.76,0.13,0.11,0
161.87,1.06,69.53,41.5,96.81,851.03,0.87,1.0,0
360.12,9.74,93.9,14.5,40.04,932.11,0.48,0.83,1
180.64,0.73,61.64,10.23,45.54,410.4,0.64,0.27,0
396.84,8.31,37.06,26.54,31.17,874.87,0.84,0.43,1
227.71,1.91,62.66,44.2,40.85,317.51,0.44,0.38,0
233.18,5.7,78.63,35.11,83.01,221.1,0.83,0.37,0
155.21,9.01,32.38,35.38,97.67,650.81,0.66,0.74,0
12.05,2.65,80.71,40.86,41.76,646.48,0.06,0.44,0
258.44,0.77,75.09,36.87,65.89,945.98,0.73,0.63,0
89.0,2.24,75.54,27.07,54.22,336.79,0.59,0.08,0
36.59,6.39,74.97,44.18,41.01,684.72,0.86,0.23,0
311.11,7.74,36.41,14.4,78.11,683.38,0.58,0.97,1
360.61,0.17,42.96,35.73,55.8,320.91,0.7,0.41,0
21.43,8.28,93.6,10.93,93.71,535.15,0.35,0.08,0
208.79,2.63,44.0,38.55,28.43,249.68,0.44,0.06,0
398.5,5.22,61.0,32.01,78.15,921.11,0.28,0.14,1
360.84,2.61,79.27,26.23,22.98,800.74,0.49,0.29,0
8.24,4.07,64.98,14.57,67.63,140.06,0.53,0.73,0
209.0,0.24,80.35,32.34,62.53,335.6,0.42,0.17,0
283.82,0.41,51.85,19.27,81.07,377.63,0.44,0.91,0
89.3,8.62,43.11,28.24,21.76,768.55,0.84,0.91,0
157.34,4.02,48.62,18.96,19.39,442.32,0.87,0.25,0
368.01,4.68,53.88,16.37,79.22,303.35,0.84,0.4,1
319.31,9.4,38.04,30.75,15.99,370.71,0.46,0.25,1
275.07,1.44,68.74,21.47,67.82,29.17,0.63,0.33,0
250.25,3.54,91.92,19.09,39.93,526.55,0.04,0.42,0
124.96,4.6,50.87,17.9,69.98,118.94,0.46,0.05,0
214.31,2.35,54.51,20.02,25.88,917.31,0.78,0.92,0
144.92,2.87,96.74,36.49,58.31,386.9,0.02,0.19,0
145.84,2.48,37.55,24.84,84.68,311.4,0.11,0.26,0
41.28,7.66,75.91,11.14,18.98,673.58,0.46,0.22,0
256.35,6.81,35.56,15.93,61.93,819.36,0.24,0.81,1
207.91,2.82,98.83,34.85,70.68,134.67,0.47,0.14,0
176.98,4.9,37.36,21.26,68.25,995.6,0.19,0.83,0
1.8,5.91,77.68,19.86,53.87,910.05,0.25,0.91,0
0.8,1.92,85.53,43.98,78.1,595.1,0.16,0.57,0
17.89,4.02,87.97,31.18,78.75,325.79,0.75,0.03,0
277.81,2.45,59.45,21.27,83.93,639.96,0.56,0.97,0
209.87,9.29,46.66,40.75,38.82,178.42,0.41,0.99,1
221.77,3.65,68.06,33.42,20.81,525.68,0.55,0.01,0
279.6,0.0,53.25,16.83,58.43,546.15,0.4,0.52,0
191.62,1.6,80.72,39.65,23.91,908.35,1.0,0.01,0
28.21,9.85,67.97,41.49,48.17,737.94,0.94,0.21,0
283.04,4.67,96.13,23.71,20.16,269.11,0.35,0.98,1
27.1,5.78,69.29,25.59,85.46,678.96,0.13,0.73,0
247.86,1.67,87.5,30.8,86.4,932.17,0.66,0.41,0
132.85,7.69,46.64,30.43,73.31,390.44,0.56,0.77,0
254.72,5.41,75.14,19.43,39.14,609.01,0.05,0.14,1
309.55,2.3,46.78,22.71,57.2,348.44,0.85,0.15,0
206.18,2.21,58.0,17.54,56.41,608.98,0.89,0.08,0
239.95,3.5,97.2,29.43,42.91,18.55,0.64,0.59,0
34.52,7.2,72.1,36.53,98.26,875.25,0.86,0.93,0
119.06,4.29,69.64,31.95,24.11,42.15,0.46,0.78,0
203.21,6.82,78.28,19.62,86.57,922.14,0.08,0.07,1
380.95,9.58,63.12,15.66,35.16,783.2,0.3,0.74,1
108.18,2.57,88.92,30.17,25.69,183.85,0.91,0.52,0
159.13,7.35,88.82,44.3,54.39,185.4,0.02,0.06,1
255.09,0.23,61.98,10.72,61.29,497.74,0.86,0.96,0
263.04,9.94,61.25,34.0,69.18,616.91,0.33,0.99,1
361.86,7.59,91.13,24.76,12.2,687.57,0.27,0.82,1
291.57,0.01,53.76,32.87,20.01,780.4,0.38,0.15,0
281.49,2.93,75.19,33.92,80.62,678.38,0.0,0.97,1
137.98,5.72,32.79,41.37,50.36,138.98,0.69,0.78,0
20.25,9.39,86.62,26.56,53.61,159.34,0.29,0.48,0
115.54,3.86,96.69,43.5,94.95,531.43,0.33,0.13,0
214.64,0.3,73.26,40.05,70.69,36.95,0.69,0.42,0
106.81,4.6,73.93,33.62,55.44,819.97,0.89,0.13,0
271.18,1.57,31.08,37.33,60.73,875.63,0.46,0.21,0
310.86,4.33,68.87,32.84,26.85,501.25,0.48,0.34,0
179.73,7.28,54.29,21.62,47.23,323.77,0.38,0.54,0
9.79,9.56,83.35,19.36,97.1,476.95,0.17,0.4,0
349.92,5.1,37.81,11.57,14.84,343.4,0.26,0.64,1
136.23,2.49,50.0,31.76,41.42,584.97,0.64,0.98,0
114.46,4.55,50.07,14.14,72.92,371.88,0.33,0.75,0
84.8,1.96,32.83,31.12,40.14,105.9,0.07,0.1,0
157.56,1.21,67.44,25.43,88.72,654.96,0.35,0.56,0
65.41,5.75,95.74,33.28,32.15,931.05,0.15,0.08,0
267.09,4.6,97.33,26.17,17.84,519.8,0.86,0.71,0
150.97,6.97,62.25,42.93,27.43,51.6,0.26,0.62,0
1.01,5.93,53.23,15.43,18.94,258.29,0.68,0.57,0
108.52,2.53,72.31,43.93,37.52,479.96,0.7,0.52,0
232.92,7.15,59.25,23.68,76.36,700.61,0.53,0.48,1
183.76,3.07,80.9,28.32,15.02,292.91,0.08,0.62,0
253.79,1.63,34.71,34.3,85.35,736.06,0.64,0.03,0
128.51,6.63,39.39,24.7,43.35,696.91,0.49,0.06,0
362.67,9.95,67.21,42.53,93.38,621.17,0.54,0.97,1
176.73,5.73,56.2,40.48,18.47,170.57,0.52,0.23,0
198.4,2.42,90.68,13.82,56.82,689.79,0.35,0.92,0
43.65,7.37,83.54,44.62,39.5,716.8,0.2,0.81,0
277.21,0.56,82.44,20.11,38.73,499.94,0.92,0.77,0
397.53,8.11,62.57,37.0,39.96,910.4,0.28,0.13,1
328.65,2.01,64.71,11.91,28.5,464.67,0.63,0.96,0
51.88,7.44,33.11,23.31,80.31,853.16,0.39,0.83,0
109.52,2.08,77.58,10.07,68.46,966.44,0.75,0.97,0
83.22,7.25,57.87,12.58,46.31,179.23,0.8,0.66,0
198.13,8.12,53.15,13.31,74.9,875.85,0.27,0.64,1
291.01,9.47,89.81,13.34,21.76,197.99,0.38,0.51,1
17.42,7.3,85.6,20.92,42.73,388.46,0.63,0.75,0
328.78,9.92,53.37,32.93,23.84,168.46,0.04,0.32,1
289.71,3.6,86.93,18.3,78.75,894.87,0.96,0.99,0
245.12,0.04,55.59,28.58,64.39,473.27,0.85,0.17,0
107.18,5.07,32.5,23.09,60.62,902.58,0.99,0.23,0
133.79,9.5,58.13,27.82,63.11,63.31,0.77,0.56,0
353.18,6.13,84.45,20.4,81.12,579.85,0.04,0.87,1
286.63,4.88,97.13,38.9,85.68,907.44,0.0,0.62,1
293.76,1.26,74.08,10.03,70.64,10.04,0.25,0.88,1
148.11,1.03,86.51,10.54,47.11,838.77,0.35,0.32,0
238.1,6.12,97.65,11.36,45.8,534.91,0.4,0.59,1
346.14,7.49,79.88,15.73,25.23,181.68,0.25,0.02,1
159.72,6.9,70.19,40.36,84.4,852.58,0.47,0.85,0
295.6,2.46,83.12,21.9,17.07,671.66,0.8,0.85,0
392.82,1.47,33.46,39.27,59.28,108.81,0.82,0.22,0
221.51,6.79,94.13,36.61,34.26,715.77,0.13,0.29,1
131.95,1.36,48.29,30.81,25.37,239.86,0.15,0.69,0
309.6,0.56,31.91,16.67,50.28,938.25,0.17,0.66,0
64.45,6.62,53.3,32.42,85.26,567.17,0.71,0.23,0
92.1,1.62,52.59,23.32,67.26,484.69,0.41,0.59,0
357.71,6.96,49.24,35.73,81.99,285.88,0.9,0.54,1
386.6,8.6,90.77,26.04,94.05,215.53,0.07,0.28,1
220.73,0.0,62.55,30.91,45.29,896.12,0.24,0.05,0
194.06,1.88,38.54,43.94,48.08,839.51,0.16,0.07,0
298.35,9.14,43.85,16.55,23.1,321.25,0.6,0.55,1
188.28,4.5,61.84,29.04,76.71,691.21,0.19,0.5,0
25.61,4.32,71.58,15.8,99.24,946.14,0.85,0.2,0
288.29,0.83,65.01,42.47,25.89,163.34,0.34,0.99,0
153.91,4.85,31.92,30.33,73.48,919.37,0.82,0.04,0
287.64,0.96,49.45,12.6,38.03,924.44,0.19,0.99,0
100.66,3.7,60.99,10.92,69.88,645.02,0.22,0.71,0
362.02,6.97,54.39,19.78,91.8,694.14,0.61,0.19,1
257.09,4.59,37.91,42.31,87.32,552.82,0.81,0.88,0
345.53,2.07,66.56,27.8,94.89,365.21,0.62,0.73,1
322.65,6.09,53.82,36.69,62.14,744.58,0.34,0.48,1
228.15,0.59,78.95,16.48,82.78,477.0,0.22,0.74,0
272.36,0.14,63.74,29.58,88.66,70.04,0.44,0.81,0
201.18,2.98,77.69,19.98,74.72,753.23,0.17,0.62,0
107.55,2.5,55.67,32.62,88.25,41.34,0.64,0.38,0
54.55,8.38,62.07,42.86,94.17,0.68,0.17,0.82,0
270.99,3.69,86.12,33.38,33.78,625.9,0.8,0.75,0
24.84,7.5,55.76,35.86,26.01,303.28,0.07,0.42,0
163.26,4.21,75.14,10.92,68.26,569.6,0.27,0.05,0
125.23,4.02,63.87,18.69,48.19,266.64,0.84,0.84,0
129.96,1.99,80.06,10.82,38.82,850.35,0.73,0.14,0
163.19,0.67,99.2,20.44,15.28,665.75,0.89,0.77,0
332.95,4.78,54.17,41.14,74.01,190.06,0.12,0.61,1
134.06,8.43,58.79,18.66,91.93,619.1,0.89,0.37,0
290.64,9.48,82.32,16.52,99.23,163.43,0.86,0.4,1
234.59,2.82,68.43,12.16,49.45,626.07,0.38,0.28,0
202.51,6.27,90.84,11.3,98.44,737.05,0.46,0.08,1
15.92,0.69,32.57,14.73,99.96,969.93,0.52,0.01,0
156.69,6.4,95.97,13.67,76.5,482.37,0.72,0.65,0
10.21,2.56,34.87,11.91,97.21,723.1,0.44,0.7,0
275.09,7.32,86.39,42.11,25.57,30.77,0.57,0.21,1
285.18,4.14,33.96,19.27,21.71,59.0,0.04,0.85,1
274.02,2.07,32.05,22.18,80.73,217.03,0.36,0.52,0
182.28,3.16,57.09,10.54,48.76,966.67,0.36,0.12,0
46.41,5.22,54.19,12.52,46.28,566.81,0.12,0.72,0
372.53,4.74,77.97,12.28,80.06,539.88,0.11,0.96,1
48.87,0.79,79.65,16.1,75.24,846.07,0.26,0.75,0
246.53,2.63,32.5,13.68,87.13,963.49,0.01,0.25,0
279.0,4.99,96.29,22.17,20.93,698.77,0.5,0.5,0
29.75,1.46,60.71,21.27,12.87,647.95,0.31,0.81,0
299.05,3.01,31.4,28.11,74.73,34.48,0.61,0.67,0
51.33,7.66,46.12,18.22,13.51,672.15,0.92,0.58,0
261.96,5.75,84.75,39.16,63.17,98.39,0.77,0.84,1
309.04,0.26,71.66,33.91,20.28,834.64,0.86,0.45,0
282.92,9.94,71.11,33.16,86.08,642.89,0.52,0.45,1
359.45,7.33,53.48,30.69,91.35,622.62,0.8,0.26,1
76.69,7.08,87.46,15.2,48.37,644.78,0.48,0.53,0
283.93,6.25,89.8,39.39,90.48,548.7,0.88,0.04,1
28.03,7.66,69.59,35.54,72.9,468.33,0.82,0.19,0
294.37,4.93,64.84,28.08,69.69,455.52,0.51,0.01,0
1.22,6.91,39.43,43.62,55.3,792.38,0.63,0.08,0
277.85,8.86,43.37,36.67,99.4,454.41,0.18,0.56,1
268.73,7.91,56.97,39.0,44.86,163.98,0.08,0.83,1
366.82,5.9,97.7,35.67,71.13,381.36,0.84,0.4,1
352.65,5.62,90.44,43.29,48.09,110.35,0.09,0.96,1
221.87,0.02,46.76,10.94,61.12,658.29,0.67,1.0,0
156.43,4.83,83.02,10.72,57.58,228.53,0.8,0.22,0
233.29,6.48,54.25,23.69,73.2,642.77,0.49,0.01,0
286.4,3.54,66.83,10.93,13.32,831.48,0.05,0.61,0
219.36,0.43,73.8,16.54,14.32,709.7,0.76,0.83,0
140.59,9.76,55.95,25.09,36.55,799.99,0.59,0.75,0
309.93,8.44,48.29,24.62,45.32,371.8,0.7,0.6,1
300.64,5.84,97.81,25.41,18.3,117.65,0.63,0.11,1
359.3,3.1,91.42,17.37,54.4,263.53,0.01,0.13,1
378.19,4.5,49.54,39.17,72.6,974.08,0.77,0.44,1
133.14,0.23,78.52,33.38,13.66,188.28,0.49,0.64,0
79.63,8.74,53.27,25.6,68.02,664.82,0.13,0.18,0
128.9,7.16,47.35,29.56,13.22,197.83,0.58,0.21,0
198.28,5.55,60.95,22.6,45.61,951.52,0.85,0.77,0
130.0,0.75,52.08,19.05,72.88,978.66,0.28,0.6,0
54.65,0.01,37.33,11.99,59.11,762.55,0.72,0.21,0
215.91,8.56,38.1,18.72,22.9,865.44,0.5,0.85,0
102.83,0.97,83.79,10.34,71.68,24.59,0.46,0.49,0
208.1,8.07,54.75,41.03,45.87,562.51,0.5,0.4,0
124.97,8.96,33.36,17.82,63.1,744.86,0.71,0.89,0
287.01,4.34,75.28,14.38,25.2,466.24,0.84,0.44,0
172.61,0.19,48.8,32.69,87.15,37.6,0.72,0.02,0
339.73,5.23,51.16,37.83,42.01,331.09,0.14,0.09,1
212.16,3.17,67.87,38.29,91.29,873.55,0.62,0.9,0
339.92,6.69,61.49,19.6,27.12,606.49,0.06,0.04,1
93.31,2.94,60.86,12.95,67.51,303.66,0.22,0.72,0
89.84,6.76,60.88,18.11,79.4,645.95,0.62,0.85,0
204.84,4.38,45.59,35.84,64.26,442.79,0.75,0.1,0
286.13,6.54,42.58,30.03,11.17,285.51,0.59,0.64,0
214.89,7.96,40.99,17.09,45.95,950.51,0.08,0.07,0
390.6,9.6,37.8,38.5,54.27,735.15,0.82,0.93,1
163.56,0.89,56.47,41.23,88.63,505.67,0.62,0.5,0
64.03,3.1,81.45,39.66,42.45,130.8,0.58,0.56,0
131.86,7.02,94.16,31.98,37.05,294.58,0.34,0.69,0
352.51,5.51,43.55,40.93,27.86,253.76,0.98,0.99,1
241.07,0.23,38.39,19.01,64.64,391.3,0.04,0.61,0
161.77,3.31,45.76,34.06,73.87,222.93,0.08,0.66,0
80.56,4.79,62.64,31.03,99.15,617.97,0.8,0.71,0
278.41,5.16,96.07,12.65,15.59,710.79,0.64,0.23,0
384.56,9.3,49.4,21.16,26.14,527.81,0.6,0.65,1
100.59,2.73,36.09,17.31,80.09,560.07,0.11,0.65,0
301.11,7.08,40.13,22.25,51.21,914.88,0.22,0.84,1
18.33,2.0,54.89,33.57,68.53,802.53,0.44,0.43,0
178.58,3.33,30.04,37.21,27.11,749.9,0.48,0.91,0
254.81,8.93,56.87,12.09,29.8,858.63,0.21,1.0,1
27.18,1.81,47.72,19.83,99.56,764.48,0.09,0.43,0
89.56,6.16,60.57,34.81,67.71,508.3,0.77,0.8,0
62.51,6.99,75.68,24.58,59.11,75.19,0.53,0.7,0
272.48,7.45,63.19,12.11,44.81,260.43,0.91,0.03,0
197.04,2.55,36.02,23.22,12.31,725.7,0.06,0.73,0
62.03,4.12,65.75,17.08,86.41,330.05,0.6,0.92,0
331.59,4.46,47.46,38.25,60.12,477.58,0.38,0.26,1
53.63,2.98,99.82,36.67,35.48,114.48,0.19,0.27,0
351.23,7.8,67.22,37.36,47.63,356.08,0.81,0.77,1
385.64,1.81,45.59,33.37,53.08,388.49,0.45,0.76,1
136.42,8.25,30.97,37.27,62.57,968.65,0.76,0.97,0
98.72,4.49,73.41,21.52,45.94,298.4,0.94,0.18,0
19.64,5.78,60.66,21.61,89.69,494.88,0.4,0.5,0
283.48,2.01,76.31,36.85,86.87,11.17,0.94,0.73,0
187.4,7.73,91.17,15.75,50.16,272.56,0.24,0.54,1
361.88,1.47,90.94,25.78,86.62,353.18,0.69,0.23,1
260.58,6.49,48.66,10.86,84.07,619.88,0.66,0.9,1
96.02,3.18,48.92,39.65,82.28,60.69,0.62,1.0,0
103.81,8.88,83.53,20.55,48.19,525.16,0.7,0.89,0
248.04,9.58,74.54,11.64,74.1,400.57,0.89,0.84,1
375.24,1.74,41.59,25.37,51.88,111.43,0.45,0.46,0
192.17,9.43,35.96,41.12,21.03,883.24,0.16,0.74,0
84.65,9.32,89.13,18.21,57.48,495.25,0.06,0.02,0
255.92,2.16,35.28,34.18,20.56,425.16,0.87,0.72,0
169.68,3.11,77.2,23.9,75.19,522.72,0.58,0.73,0
191.81,9.23,42.06,35.78,55.2,180.16,0.46,0.97,1
252.0,1.26,64.58,32.83,90.08,552.05,0.44,0.99,0
182.34,3.92,61.02,32.33,56.69,570.78,0.46,0.14,0
182.44,3.71,42.08,43.48,99.69,597.66,0.06,1.0,0
314.06,1.89,83.09,17.79,49.73,251.13,0.27,1.0,1
191.33,8.72,82.93,43.74,41.13,314.69,0.99,0.86,0
379.45,5.57,87.87,21.66,50.02,782.19,0.97,0.45,1
10.4,4.56,75.72,44.13,64.51,826.71,0.12,0.1,0
339.12,9.02,50.84,18.53,27.68,400.25,0.3,0.35,1
395.09,8.55,97.27,18.57,72.49,737.73,0.72,0.17,1
293.11,0.33,41.23,43.18,72.83,451.15,0.77,0.6,0
116.89,5.89,72.37,39.72,78.67,756.58,0.47,0.23,0
281.15,4.8,55.23,28.65,75.3,369.69,0.2,0.04,1
359.59,8.02,45.15,20.73,44.95,914.44,0.19,0.4,1
188.33,5.1,78.05,44.41,30.74,500.55,0.24,0.63,0
332.96,9.83,51.83,20.83,62.16,876.36,0.03,0.4,1
381.85,7.52,84.88,40.08,78.52,564.54,0.63,0.38,1
283.88,0.23,39.84,44.73,36.51,615.99,0.86,0.76,0
35.83,8.3,48.64,19.19,29.12,761.21,0.63,0.05,0
240.82,4.83,92.98,12.09,62.11,207.05,0.48,0.87,1
37.76,9.31,45.09,15.29,63.28,505.28,0.59,0.82,0
238.33,8.34,32.87,22.92,10.23,666.47,0.78,0.98,0
248.67,9.4,64.3,24.9,49.11,987.62,0.06,0.63,1
155.3,0.34,46.62,20.86,97.02,30.8,0.86,0.33,0
393.18,2.7,59.4,10.59,82.35,768.79,0.12,0.87,1
109.68,9.18,59.14,42.05,54.42,196.03,0.1,0.88,1
47.89,9.86,48.62,21.63,66.82,655.63,0.62,0.58,0
303.43,4.74,81.48,13.77,44.1,991.19,0.89,0.8,0
18.88,8.64,46.45,20.25,54.11,416.3,0.95,0.57,0
7.23,8.41,55.8,30.09,58.78,203.98,0.4,0.9,0
396.03,8.9,99.09,24.72,56.79,107.41,0.08,0.89,1
329.67,2.17,81.93,10.63,44.65,210.21,0.3,0.63,1
393.22,6.55,92.64,27.25,21.35,2.98,0.58,0.03,1
46.62,1.96,44.1,32.07,97.71,28.98,0.22,0.79,0
137.56,4.32,42.1,20.79,98.98,560.59,0.74,0.56,0
386.49,8.2,67.77,40.25,37.04,595.94,0.04,0.41,1
220.55,7.01,52.59,44.36,18.75,404.52,0.73,0.16,0
113.13,8.43,92.46,32.35,50.54,792.83,0.95,0.29,0
32.22,6.4,44.34,16.97,18.83,1.47,0.51,0.78,0
29.44,3.96,83.84,27.42,71.85,624.47,0.68,0.36,0
29.0,5.07,88.27,33.68,86.54,378.73,0.88,0.04,0
278.02,1.89,48.23,30.65,12.94,792.9,0.68,0.53,0
394.84,3.27,93.82,28.89,67.1,484.07,0.79,0.61,1
327.56,5.44,43.42,10.83,50.7,206.15,0.08,0.05,1
386.87,7.9,58.67,32.49,37.53,354.78,0.69,0.46,1
208.2,9.47,35.43,16.61,97.75,722.81,0.35,0.65,1
369.68,0.14,34.01,12.52,19.09,710.42,0.71,0.07,0
351.46,0.02,97.78,28.01,42.2,728.16,0.11,0.85,1
